date,equity,held_asset,desired_asset
2013-07-19,12123.649999665913,lever,lever
2013-07-22,12035.700289871029,lever,lever
2013-07-23,11903.77208660808,lever,lever
2013-07-24,11251.067095541932,lever,lever
2013-07-25,11452.43287091659,lever,lever
2013-07-26,11142.27292429503,lever,lever
2013-07-29,10959.432021600729,lever,lever
2013-07-30,11325.129290914476,lever,lever
2013-07-31,11487.15211179377,lever,lever
2013-08-01,12109.759756315607,lever,lever
2013-08-02,11880.623500309544,lever,lever
2013-08-05,11825.072532977523,lever,lever
2013-08-06,11584.361983822195,lever,lever
2013-08-07,11223.289337769284,lever,lever
2013-08-08,11258.008578646466,lever,lever
2013-08-09,11091.361134506335,lever,lever
2013-08-12,11214.029175535745,lever,lever
2013-08-13,11588.98660708303,lever,lever
2013-08-14,11072.835352183323,lever,lever
2013-08-15,10313.670332924425,lever,lever
2013-08-16,10415.507557141651,lever,lever
2013-08-19,10204.874342392211,lever,lever
2013-08-20,10408.563345109153,lever,lever
2013-08-21,10179.419811961847,lever,lever
2013-08-22,10524.28808374872,lever,lever
2013-08-23,10531.230476495906,lever,lever
2013-08-26,10459.48696025237,lever,lever
2013-08-27,9679.479298826764,lever,lever
2013-08-28,9998.88758232734,lever,lever
2013-08-29,10380.786496979155,lever,lever
2013-08-30,10096.09745435576,lever,lever
2013-09-03,10343.749486615621,lever,lever
2013-09-04,11137.648301034189,lever,lever
2013-09-05,11399.189667001703,lever,lever
2013-09-06,11260.312703492977,lever,lever
2013-09-09,11711.654648112435,lever,lever
2013-09-10,12362.053695046752,lever,lever
2013-09-11,12255.576383643545,lever,lever
2013-09-12,12042.645411546177,lever,lever
2013-09-13,12202.348643653808,lever,lever
